id,title,type,open_year,rate,running_time,genre1,genre2,genre3,actor,director,summary
10,인질,Movie,2021,8.1,1시간 34분,스릴러,액션,,"Hwang Jung-min, Kim Jae-bum, Lee Yoo-mi, Ryu Kyung-soo, Lee Ho-jung, Cho Gyeong-hyeon",Pil Gam-seong,"평소와 똑같던 어느 새벽, 서울 한복판에서 증거도, 목격자도 없이 대한민국 톱배우 '황정민'이 납치된다. 한 치 앞을 알 수 없는 상황 속 살기 위한 극한의 탈주가 시작되는데… 관객들을 사로잡을 리얼리티 액션스릴러가 온다!"
11,스파이더맨 2,Movie,2004,8.3,2시간 7분,판타지,SF,액션,"Tobey Maguire, Kirsten Dunst, James Franco, Alfred Molina, Rosemary Harris, J.K. Simmons",Sam Raimi,"우연한 사고로 특별한 능력을 갖게된 피터 파커는 대학생과 슈퍼 히어로의 신분을 오가며 짜릿한 생활을 하지만 사랑 하는 메리 제인에게조차 자신의 마음을 열 수 없는 현실은 그들을 안타까운 로맨스로 이끈다. 한편 스파이더맨에게 아버지를 잃고 복수심에 불타는 피터의 친구 해리가 연구 중 폭발로 기계촉수와 엄청난 파워를 갖게된 닥터 옥토퍼스에게 뿌리치지 못할 제안을 하면서 도시 전체가 걷잡을 수 없는 위험에 휘말리게 되고, 스파이더맨의 운명은 점차 예측불가능한 상황으로 전개되는데..."
12,프라미싱 영 우먼,Movie,2020,8.3,1시간 53분,범죄,드라마,스릴러,"Carey Mulligan, Bo Burnham, Alison Brie, Clancy Brown, Jennifer Coolidge, Laverne Cox",Emerald Fennell,7년 전 의대를 중퇴하고 카페에서 일하는 카산드라는 남성이 몸을 가누기 힘들어하는 자신에게 접근해 합의되지 않은 성관계를 시도하려고 할 때 다시 취하지 않은 모습으로 돌아와 남성을 혼란에 빠뜨리고 밖으로 나와 버린다. 그가 이런 위험한 연극을 반복해온 데는 이유가 있다. 그 사연은 우연히 가게에 라이언이 방문해 카산드라에게 데이트를 신청하면서 점점 수면 위로 떠오른다.
13,어메이징 스파이더맨 2,Movie,2014,7.7,2시간 32분,판타지,액션,코미디,"Andrew Garfield, Emma Stone, Jamie Foxx, Dane DeHaan, Colm Feore, Felicity Jones",Marc Webb,"스파이더맨의 삶에 완전히 적응한 피터 파커는 거미줄로 뉴욕을 활강하며 위험에 처한 시민들을 구해주고 사랑하는 연인 그웬과 데이트를 즐기며 행복하게 살아간다. 그러던 어느 날, 스파이더맨의 열렬한 팬이자 오스코프사의 전기 엔지니어인 맥스는 작업 중 치명적인 사고로 자신에게 엄청난 능력이 생긴 것을 발견한다. 하지만 이 능력으로 인해 뉴욕을 마비시킨 대규모 정전사태가 발생하고 사태를 해결하기 위해 나선 자신의 영웅 스파이더맨에게 공격을 당하자 배신감을 느끼고 분노하는데..."
14,"틱, 틱... 붐!",Movie,2021,8.7,2시간 1분,드라마,,,"Andrew Garfield, Alexandra Shipp, Robin de Jesús, Vanessa Hudgens, Joshua Henry, Jonathan Marc Sherman",Lin-Manuel Miranda,"뉴욕시에서 식당 웨이터로 일하는 한편, 명작을 쓰겠다는 희망으로 창작에 매진하는 뮤지컬 작곡가. 서른 살 생일과 중요 공연을 앞두고 심적 압박을 받는 상황에서도 사랑과 우정을 헤쳐나간다."
16,레이니 데이 인 뉴욕,Movie,2019,6.9,1시간 32분,코미디,로맨스,,"Timothée Chalamet, Elle Fanning, Selena Gomez, Jude Law, Diego Luna, Liev Schreiber",Woody Allen,"개츠비와 애슐리는 대학에서 함께 신문을 제작하다 연인으로 발전했다. 애슐리는 곧 새 영화를 발표할 롤란 폴라드 감독의 인터뷰를 맡게 되었고, 인터뷰가 끝난 후 근사한 데이트를 할 계획으로 두 사람은 함께 뉴욕으로 향한다. 인터뷰 도중 롤란 폴라드 감독은 애슐리에게 자신의 신작을 보여주겠다는 제안을 하는데 관람 도중 자신의 영화가 마음에 들지 않는다며 뛰쳐나간다. 당황한 애슐리는 그의 동료 테드와 함께 감독을 찾으러 나선다. 애슐리를 기다리던 개츠비는 영화를 촬영하던 친구와 우연히 마주치고, 갑작스레 그의 작품에 출연하게 된다."
18,기적,Movie,2021,7.3,1시간 57분,드라마,,,"Park Jeong-min, Yoona, Lee Sung-min, Lee Soo-kyung, Jung Moon-sung, Kim Kang-hoon",Lee Jang-hoon,"오갈 수 있는 길은 기찻길밖에 없지만 정작 기차역은 없는 마을, 준경의 목표는 단 하나, 바로 마을에 기차역이 생기는 것이다. 기차역은 어림없다는 원칙주의 기관사 아버지의 반대에도 마을에 남는 걸 고집하며 왕복 5시간 통학길을 오가는 준경. 그의 엉뚱함 속 비범함을 단번에 알아본 자칭 뮤즈 라희와 함께 오로지 기차역을 짓기 위한 준경만의 노력은 계속되는데..."
26,언포기버블,Movie,2021,8.4,1시간 52분,드라마,스릴러,범죄,"Sandra Bullock, Viola Davis, Vincent D'Onofrio, Jon Bernthal, Richard Thomas, Linda Emond",Nora Fingscheidt,살인죄로 복역 후 출소한 루스. 과거를 용서해주지 않는 냉담한 사회에서 고통받던 그녀는 오래전 헤어져야 했던 동생을 찾으러 나선다.
27,아이 씨 유,Movie,2019,7.7,1시간 38분,공포,스릴러,범죄,"Helen Hunt, Jon Tenney, Owen Teague, Judah Lewis, Libe Barer, Gregory Alan Williams",Adam Randall,"열 살 소년 실종 사건이 발생한 어느 교외 도시, 사건 담당 형사 그렉은 이 사건이 15년 전 일어났던 아동 연쇄 살인 사건과 관련이 있음을 직감한다. 한편, 불안 증세를 겪던 그렉의 아내 재키는 주변 물건이 사라지는 등 이상한 일들이 벌어지자 집 안에 누군가 숨어 있음을 눈치채게 되는데…"
28,스파이더맨 3,Movie,2007,7.4,2시간 19분,판타지,액션,SF,"Tobey Maguire, Kirsten Dunst, James Franco, Thomas Haden Church, Topher Grace, Bryce Dallas Howard",Sam Raimi,"대중의 사랑을 듬뿍 받으며 진정한 영웅으로 거듭난 스파이더맨, 피터 파커는 어느 날, 외계에서 온 수수께끼의 유기체인 심비오트에 감염되고 스파이더맨은 오리지날 스파이더맨에서 블랙 슈트 스파이더맨으로 변화한다. 한층 업그레이드 되고 강력해진 파워를 얻게 된 스파이더맨은 자신의 힘에 도취되어 마음껏 세상을 즐긴다. 그러나 아버지의 복수를 위해 뉴 고블린이 된 해리와 물리 실험에 노출되어 능력을 얻게 된 피터의 삼촌을 죽인 진범 샌드맨은 호시탐탐 스파이더맨을 노리는데..."
29,스노우 화이트,Movie,2019,5.8,1시간 52분,드라마,코미디,MadeinEurope,"Isabelle Huppert, Lou de Laâge, Vincent Macaigne, Charles Berling, Pablo Pauly, Richard Fréchette",Anne Fontaine,"아주 먼 옛날이 아닌 얼마 전 어느 날, 아름다운 미모를 지닌 ‘클레어’(루 드 라쥬)는 계모 ‘모드’(이자벨 위페르)와 함께 아버지가 유산으로 남긴 성 같은 호텔을 운영하고 있었어요. 어느 날 자신이 사랑하는 남자가 클레어에게 반했다는 사실을 알아챈 모드는 질투심에 사로잡혀 클레어를 없애버리기로 결심했어요. 계모의 흉계로 알프스의 어느 시골 마을로 쫓겨난 클레어는 그 곳에서 일곱 명의 남자를 만나며 진정한 자신을 깨닫게 되는데…"
30,노트북,Movie,2004,8.7,2시간 3분,드라마,로맨스,,"Rachel McAdams, Ryan Gosling, Gena Rowlands, James Garner, Sam Shepard, Joan Allen",Nick Cassavetes,"17살, 노아는 밝고 순수한 앨리를 보고 첫눈에 반한다. 빠른 속도로 서로에게 빠져드는 둘. 그러나 이들 앞에 놓인 장벽에 막혀 이별하게 된다. 24살, 앨리는 우연히 신문에서 노아의 소식을 접하고 잊을 수 없는 첫사랑 앞에서 다시 한 번 선택의 기로에 서게 되는데…"
32,쇼생크 탈출,Movie,1994,9.8,2시간 22분,드라마,범죄,,"Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler, Clancy Brown, Gil Bellows",Frank Darabont,"촉망받는 은행 간부 앤디 듀프레인은 아내와 그녀의 정부를 살해했다는 누명을 쓴다. 주변의 증언과 살해 현장의 그럴듯한 증거들로 그는 종신형을 선고받고 악질범들만 수용한다는 지옥같은 교도소 쇼생크로 향한다. 인간 말종 쓰레기들만 모인 그곳에서 그는 이루 말할 수 없는 억압과 짐승보다 못한 취급을 당한다. 그러던 어느 날, 간수의 세금을 면제받게 해 준 덕분에 그는 일약 교도소의 비공식 회계사로 일하게 된다. 그 와중에 교도소 소장은 죄수들을 이리저리 부리면서 검은 돈을 긁어 모으고 앤디는 이 돈을 세탁하여 불려주면서 그의 돈을 관리하는데..."
33,러브 액츄얼리,Movie,2003,8.1,2시간 15분,코미디,드라마,로맨스,"Hugh Grant, Liam Neeson, Alan Rickman, Emma Thompson, Bill Nighy, Laura Linney",Richard Curtis,"크리스마스를 앞둔 런던, 다우닝가에 둥지를 튼 총리는 식음료 담당자 나탈리에게 호감을 가지며, 작가 제이미는 파출부 오렐리아에게 매력을 느낀다. 대니얼은 아내를 잃은 슬픔에 빠져 있고, 양아들 샘은 미국에서 온 조안나에게 잘 보이려고 고민 중이며, 총리의 여동생 캐런은 남편의 부정을 눈치챈다. 새라는 동료 칼을 짝사랑하며, 친구 피터와 줄리엣의 결혼을 접하는 마크의 표정은 우울하다. 여기에 마약중독에서 빠져나온 록 가수 빌리 맥, 미국 여자들과 즐기기 위해 미국행을 결심하는 콜린 등이 뒤얽히며 사랑의 갖가지 모습이 펼쳐진다."
34,캐롤,Movie,2015,8,1시간 59분,로맨스,드라마,MadeinEurope,"Rooney Mara, Cate Blanchett, Kyle Chandler, Sarah Paulson, Jake Lacy, John Magaro",Todd Haynes,"1950년대 뉴욕, 맨해튼 백화점 점원인 테레즈와 손님으로 찾아온 캐롤은 처음 만난 순간부터 거부할 수 없는 강한 끌림을 느낀다. 하나뿐인 딸을 두고 이혼 소송 중인 캐롤과 헌신적인 남자친구가 있지만 확신이 없던 테레즈, 각자의 상황을 잊을 만큼 통제할 수 없이 서로에게 빠져드는 감정의 혼란 속에서 둘은 확신하게 된다. 인생의 마지막에, 그리고 처음으로 찾아온 진짜 사랑임을…"
35,장고: 분노의 추적자,Movie,2012,9.1,2시간 45분,서부,드라마,,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson, Walton Goggins",Quentin Tarantino,"흑인 노예 장고는 착한 사마리아인 같은 독일인 현금사냥꾼 닥터 킹의 도움을 받아 멋진 말을 타고 미국 평원을 달리며 헤어진 아내 브룸힐다를 찾아다니는 총잡이 낭만주의자로 변신한다. 그는 브룸힐다가 미시시피에서 가장 악독한 농장 캔디랜드의 노예로 일하고 있다는 소식을 듣고 농장주 캔디를 찾아간다. 아내를 구해야 하는 분노의 로맨티스트 장고, 그를 돕는 정의의 바운티 헌터 닥터 킹, 그리고 그들의 표적이 된 욕망의 마스터 캔디. 복수의 사슬이 풀리면, 세 남자의 피도 눈물도 없는 대결이 시작된다."
36,가려진 시간,Movie,2016,7.8,2시간 9분,판타지,드라마,,"Gang Dong-won, Shin Eun-soo, Lee Hyo-je, Kim Hee-won, Kwon Hae-hyo, Kim Dan-yul",Um Tae-hwa,"엄마를 잃은 후 새 아빠와 함께 화노도로 이사 온 수린. 자신만의 공상에 빠져 홀로 지내는 수린에게 성민이 먼저 다가온다. 둘만의 암호로, 둘만의 공간에서, 둘만 아는 추억을 쌓아가는 그들. 어느 날, 공사장 발파 현장을 구경하기 위해 친구들과 산으로 가고 그곳에서 모두가 실종된 채, 유일하게 수린만 돌아온다. 그리고 며칠 뒤, 자신이 성민이라는 남자가 수린 앞에 나타난다. ‘멈춰진 시간’에 갇혀 어른이 되었다는 성민. 수린만이 성민을 믿어주는 가운데 경찰과 마을 사람들은 의심을 거두지 못하고 성민은 쫓기는 상황에 이르게 되는데…"
37,이터널 선샤인,Movie,2004,9,1시간 48분,SF,드라마,로맨스,"Jim Carrey, Kate Winslet, Kirsten Dunst, Mark Ruffalo, Elijah Wood, Tom Wilkinson",Michel Gondry,"조엘은 아픈 기억만을 지워준다는 라쿠나사를 찾아가 헤어진 연인 클레멘타인의 기억을 지우기로 결심한다. 기억이 사라져 갈수록 조엘은 사랑이 시작되던 순간, 행복한 기억들, 가슴 속에 각인된 추억들을 지우기 싫어지기만 하는데... 당신을 지우면 이 아픔도 사라질까요? 사랑은 그렇게 다시 기억된다."
38,라라랜드,Movie,2016,8.7,2시간 8분,코미디,드라마,음악,"Ryan Gosling, Emma Stone, John Legend, Rosemarie DeWitt, J.K. Simmons, Amiée Conn",Damien Chazelle,"차들로 빽빽이 들어찬 LA의 고속도로. 거북이 걸음이던 도로가 뚫리기 시작하지만 미아 지금 손에 든 연기 오디션 대본을 놓지 못한다. 세바스찬은 경적을 누르며 미아를 노려보고는 사라진다. 악연의 시작. 이후 미아는 감미로운 피아노 선율에 이끌려 재즈바로 향하는데, 연주자가 바로 세바스찬이다. 미아가 세바스찬에게 인사를 건네려고 다가가던 순간은 하필 그가 재즈바의 레퍼토리를 무시하고 연주한 탓에 해고된 직후. 세바스찬은 인사를 건네려 다가온 미아를 쌩하니 스쳐 지나가버린다. 세 번째로 두 사람은 파티에 온 손님과 출장 밴드의 키보드 연주자로 다시 만나는데..."
39,애비규환,Movie,2020,6.8,1시간 50분,코미디,드라마,가족,"Krystal Jung, Jang Hye-jin, Choi Deok-moon, Shin Jae-hwi, Lee Hae-yeong, Kang Mal-geum",Choi Ha-na,"연하 남친 호훈과의 불꽃 사랑으로 임신을 하게 된 대학생 토일. 출산 후 5개년 계획까지 준비하며 결혼을 선언했지만, 돌아온 것은 “넌 대체 누굴 닮아 그 모양이냐”는 부모님의 호통뿐이다. 누굴 닮았는지 직접 확인하겠다며 찾은 친아버지는 기대와 달리 실망스럽기만 하고, 착잡한 마음으로 집으로 돌아오자마자 예비 아빠 호훈의 행방이 묘연해진다. 어색한 현아빠, 철없는 구아빠, 집 나간 예비 아빠까지! 첩첩산중 설상가상 그야말로 ‘애비규환’이로다!"
46,크루즈 패밀리: 뉴 에이지,Movie,2020,8.3,1시간 35분,판타지,액션,코미디,"Nicolas Cage, Emma Stone, Ryan Reynolds, Peter Dinklage, Leslie Mann, Kelly Marie Tran",Joel Crawford,"동굴을 떠나 새로운 거주지를 찾아 나선 크루즈 패밀리. 우여곡절 끝에 찾은 완벽한 트리 하우스에서 진화된 인류, 베터맨 패밀리와 마주한다. 도구를 사용하고 ‘집’에서 안전하게 살아가는 지능형 베터맨 패밀리와 맨손으로 사냥하고 자연과 함께 살아가는 본능형 크루즈 패밀리는 너무나도 다른 삶의 방식으로 사사건건 부딪힌다. 반면 처음으로 여자 사람친구를 만난 ‘이프’와 ‘던’은 가족들과 달리 우정을 쌓아가지만 점점 두 가족에게 예상치 못한 위협이 닥쳐오는데…"
47,그녀,Movie,2013,8.7,2시간 6분,SF,드라마,로맨스,"Joaquin Phoenix, Scarlett Johansson, Amy Adams, Rooney Mara, Olivia Wilde, Chris Pratt",Spike Jonze,"테오도르 다른 사람들의 편지를 대신 써주는 대필 작가로, 깊이 아꼈던 아내와 이혼 소송 중이다. 타인의 마음을 전해주는 일을 하고 있지만, 정작 테오도르 자신은 너무 외롭고 공허한 삶을 살고 있다. 그러던 어느 날, 스스로 생각하고 느끼는 인공 지능 운영체제인 사만다를 만나게 된다. 사만다는 따뜻한 목소리와 뛰어난 전산처리 능력을 통해 테오도르가 더 편안한 삶을 살 수 있도록 돕고, 테오도르는 자신의 육체를 통해 사만다가 더 많은 세계를 경험할 수 있도록 격려한다. 그렇게 둘은 직접적인 접촉보다 밀도 높은 정신적 교감을 나누는데…"
48,그래비티,Movie,2013,8.4,1시간 31분,드라마,판타지,음악,"Sandra Bullock, George Clooney, Ed Harris, Orto Ignatiussen, Phaldut Sharma, Amy Warren",Alfonso Cuarón,"허블 우주 망원경을 수리하기 위해 우주를 탐사하던 라이언 스톤 박사는 폭파된 인공위성의 잔해와 부딪히면서 우주 공간에 홀로 남겨진다. 탑승했던 왕복선은 파괴됐고 산소는 희박해져간다. 홀로 남겨졌다는 공포가 그녀를 휘감아 가던 순간, 그녀의 앞에 베테랑 동료 우주비행사인 매트 코왈스키가 구세주처럼 나타난다. 인공위성의 잔해가 지구를 한 바퀴 돌아 다시 덮쳐오기까지 걸리는 시간은 단 90분. 그 전에 그들은 우주 왕복선과 가까이 있는 ISS로 이동해서 소유즈를 활용해 지구로 귀환하기로 하는데..."
49,50가지 그림자: 해방,Movie,2018,6.5,1시간 45분,드라마,로맨스,스릴러,"Dakota Johnson, Jamie Dornan, Eric Johnson, Luke Grimes, Rita Ora, Eloise Mumford",James Foley,"모든 과거를 잊고 서로에게 더 깊게 빠져든 ‘크리스찬 그레이’와 ‘아나스타샤’. 그레이의 독특한 취향으로 시작된 이 비밀스러운 관계는 더 큰 자극을 원하는 아나스타샤로 인해 역전되고, 마침내 그녀의 본능이 지배하는 마지막 절정의 순간을 맞이하게 되는데…"
50,랑종,Movie,2021,7.6,2시간 11분,스릴러,공포,,"Narilya Gulmongkolpech, Sawanee Utoomma, Sirani Yankittikan, Yasaka Chaisorn, Boonsong Nakphoo, Arunee Wattana",Banjong Pisanthanakun,"태국 북동부 이산 지역의 시골 마을. 이곳 사람들은 집, 숲, 산, 나무, 논밭까지, 모든 것에 혼이 깃들어 있다고 믿는다. 대를 이어 조상신 바얀을 섬기는 랑종 님은 조카 밍의 상태가 심상치 않음을 직감한다. 랑종을 취재하기 위해 님과 동행하던 촬영팀은 신내림이 대물림되는 순간을 포착하기 위해, 밍과 님, 그리고 가족에게 벌어지는 미스터리한 현상을 카메라에 담기 시작한다."
51,비바리움,Movie,2019,6.6,1시간 37분,SF,공포,코미디,"Imogen Poots, Jesse Eisenberg, Eanna Hardwicke, Jonathan Aris, Senan Jennings, Molly McCann",Lorcan Finnegan,"함께 살 곳을 찾던 ‘톰’과 ‘젬마’. 중개인으로부터 ‘욘더’라는 독특한 마을의 9호 집을 소개받는다. 똑같은 모양의 주택들이 즐비한 곳에서 알 수 없는 기묘함에 사로잡힌 순간, 중개인은 사라져 버린다. 어떤 방향으로 향해도 집 앞에 다다르는 이곳에서 우리의 선택은 없다, 오직 살아갈 뿐!"
52,칠드런 액트,Movie,2018,7.3,1시간 45분,드라마,,,"Emma Thompson, Fionn Whitehead, Stanley Tucci, Ben Chaplin, Eileen Walsh, Nikki Amuka-Bird",Richard Eyre,"존경 받는 판사 피오나는 결혼생활의 위기를 맞은 가운데, 치료를 거부한 소년 애덤의 생사가 달린 재판을 맡게 된다. 이틀 안에 치료를 강행하지 않으면 목숨이 위태로운 상황에서 애덤의 진심을 확인하고 싶었던 피오나는 병원으로 직접 찾아가고, 그날의 만남은 두 사람의 삶에 예기치 않은 파장을 일으키는데……"
53,부서져 흩어지는 모습을 보여줄게,Movie,2021,8.3,2시간 7분,판타지,,,"Taishi Nakagawa, Anna Ishii, Kai Inowaki, Kaya Kiyohara, Airi Matsui, Takumi Kitamura",SABU,어디에나 있을 법한 고등학생 하마다 키요스미는 '학년에서 제일가는 극혐'이라 불리며 고립되어 있던 1학년 쿠라모토 하리를 집단 괴롭힘으로부터 구해내려한다. 키요스미는 하리의 사랑스러움과 마음의 아름다움을 깨닫는 것과 동시에 하리는 키요스미에게 감사와 동경의 마음을 품으며 두 사람의 마음의 거리를 좁혀간다. 하지만 하리에게는 누구에게도 말하지 못한 비밀을 가지고 있어 하리를 끝까지 지키려 하는 키요스미에게도 「엄청난 위험」이 닥쳐온다
